,date,beta,gamma,r0,dif,r0_p,dif_p
70,2020-04-04,0.9500000000000006,0.9900000000000008,0.9595959595959594,-0.04000000000000015,0.9797979797979809,-0.019999999999999796
71,2020-04-05,0.01,0.07,0.14285714285714285,-0.060000000000000005,0.939393939393959,-0.05999999999999517
72,2020-04-06,0.01,0.09,0.11111111111111112,-0.08,-1.4906204906208131,-0.10000000000002274
73,2020-04-07,0.01,0.08,0.125,-0.07,0.8643578643554974,-0.10000000000000009
74,2020-04-08,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,0.18452380952358283,-0.030000000000100613
75,2020-04-09,0.01,0.04,0.25,-0.03,2.6755050505062172,0.0699999999998937
76,2020-04-10,0.01,0.04,0.25,-0.03,-2.0643939393848996,-0.09999999999985221
77,2020-04-11,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,0.9797979797999687,-0.019999999999964047
78,2020-04-12,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,2.4393939393908113,3.552713678800501e-15
79,2020-04-13,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,0.2500000000045475,-0.029999999999972715
80,2020-04-14,0.02,0.01,2.0,0.01,1.0710162853020222,0.06999999999995055
81,2020-04-15,0.01,0.03,0.33333333333333337,-0.019999999999999997,3.9491857348925805,-0.020000000000010232
82,2020-04-16,0.01,0.05,0.19999999999999998,-0.04,-3.9897959183726925,-0.08000000000004093
83,2020-04-17,0.9600000000000006,0.9900000000000008,0.9696969696969696,-0.030000000000000138,1.5999999999985448,-0.050000000000032685
84,2020-04-18,0.01,0.05,0.19999999999999998,-0.04,2.642424242418201,0.009999999999678266
85,2020-04-19,0.9500000000000006,0.9900000000000008,0.9595959595959594,-0.04000000000000015,-2.109090909083534,-0.06999999999995055
86,2020-04-20,0.01,0.04,0.25,-0.03,3.248484848485532,-0.02999999999997982
87,2020-04-21,0.9600000000000006,0.9900000000000008,0.9696969696969696,-0.030000000000000138,-1.928787878784533,-0.010000000000033538
88,2020-04-22,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,3.1186868686900198,-0.040000000000034674
89,2020-04-23,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,0.28030303030118375,-1.4210854715202004e-14
90,2020-04-24,0.9400000000000006,0.9900000000000008,0.9494949494949494,-0.050000000000000155,0.9696969696969902,-0.02999999999997982
91,2020-04-25,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,0.8888888888889142,-0.10999999999999943
92,2020-04-26,0.01,0.09,0.11111111111111112,-0.08,0.8888888888888893,-0.11000000000000032
93,2020-04-27,0.01,0.08,0.125,-0.07,-1.474747474740525,-0.05000000000015348
94,2020-04-28,0.01,0.1099999999999999,0.090909090909091,-0.09999999999999991,0.9608585858627521,-0.04999999999994742
95,2020-04-29,0.01,0.08,0.125,-0.07,0.008838383837883157,-0.17000000000018645
96,2020-04-30,0.01,0.05,0.19999999999999998,-0.04,0.22727272727252057,0.019999999999924967
97,2020-05-01,0.9400000000000006,0.9900000000000008,0.9494949494949494,-0.050000000000000155,0.3159090909088036,-0.009999999999998455
98,2020-05-02,0.9400000000000006,0.9900000000000008,0.9494949494949494,-0.050000000000000155,2.3734848484868962,-0.09999999999999432
99,2020-05-03,0.9500000000000006,0.9900000000000008,0.9595959595959594,-0.04000000000000015,0.20000000000027285,-0.03999999999999915
100,2020-05-04,0.9300000000000006,0.9900000000000008,0.9393939393939392,-0.060000000000000164,0.9797979797977945,-0.02000000000008839
101,2020-05-05,0.8400000000000005,0.9900000000000008,0.8484848484848484,-0.15000000000000024,0.8888888888885162,-0.11000000000038312
102,2020-05-06,0.01,0.18,0.05555555555555556,-0.16999999999999998,0.6868686868690475,-0.30999999999960437
103,2020-05-07,0.8500000000000005,0.9900000000000008,0.8585858585858585,-0.14000000000000024,-1.4393939393848996,-0.12000000000119826
104,2020-05-08,0.8700000000000006,0.9900000000000008,0.8787878787878787,-0.12000000000000022,3.257575757575978,-0.060000000000002274
105,2020-05-09,0.01,0.0999999999999999,0.1000000000000001,-0.0899999999999999,0.11616161615802412,-0.10999999999994259
106,2020-05-10,0.01,0.19,0.05263157894736842,-0.18,-1.4777777777762822,-0.049999999999940314
107,2020-05-11,0.01,0.3200000000000001,0.03124999999999999,-0.3100000000000001,0.7366826156171555,-0.3899999999994179
108,2020-05-12,0.01,0.1299999999999999,0.07692307692307698,-0.1199999999999999,0.035855263158225625,-0.4800000000000466
109,2020-05-13,0.01,0.15,0.06666666666666667,-0.13999999999999999,0.1896508097164542,0.3900000000014643
